228,Arthropoda,Trilobita,Phacopida,Cheiruridae,Ceraurinella? sp.,"predator (fortey et owens, 1999)","Lefebvre et al., 2016",Upper part of the Fezouata Formation,,,26 mm ?,,,,,,,,
229,Arthropoda,Trilobita,Phacopida,Homalonotidae,Platycoryphe sp.,"predator (fortey et owens, 1999)","Lefebvre et al., 2016",Upper part of the Fezouata Formation,,,26 mm,,,,,,,,
230,Arthropoda,Trilobita,Phacopida,Pharostomatidae,Pharostomina sp. ,"predator (fortey et owens, 1999)","Van Roy et al., 2015",Lower part of the Fezouata Formation,,,20 mm,,,,,,,,
231,Arthropoda,Trilobita,Phacopida,Pilekiidae,Parapilekia cf. sougyi,"predator (fortey et owens, 1999)","Destombes, 1972 ; Lefebvre et al., 2016 ; Van Roy et al., 2015",Lower part of the Fezouata Formation,from the Fezouata of the Anti-Atlas extension towards NW Mauritania,Parapilekia olesnaensis,245 mm,,,,,,,,
232,Arthropoda,Trilobita,Phacopida,Pilekiidae,Pilekia sp.,"predator (fortey et owens, 1999)","Martin et al., 2016trilobite",Lower part of the Fezouata Formation,,,~40-50mm wide,,,,,,,,
233,Arthropoda,Trilobita,Ptychopariida,Bathycheilidae (?????),Parabathycheilus gallicus,"deposit feeder (enrolled of same order, Zhu et al., 2013)","Martin et al., 2016trilobite","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation","enrolled of same order was deposit feeder (Zhu, 2013)","Parathycheilus gallicus, Bathycheilus gallicus",8-13-21(?) - 35 mm,,,,,,,,
234,Arthropoda,Trilobita,Trinucleida,Alsataspididae,Orometopus sp.,"filter-feeder (chamber) (fortey et owens, 1999 ; fortey, 2014)","Van Roy et al., 2015 ; Lefebvre et al., 2016 ; Laibl et al., 2023",Lower part of the Fezouata Formation,trinucleidae ?,,"2.5-5.5 mm (juvenile M5), adult prob not more thant 10 mm ?",,,,,,,,
235,Arthropoda,Trilobita,-,-,Indiligens sp.,"grazing on demosponge or graptolites ? (because association with them ?) (Laibl et al., 2023)","Laibl et al., 2023 ",Lower part of the Fezoauta Formation,,Hospes sp.,more than 3 mm (length of juvenile),,,,,,,,
236,ECHINODERMATA,Crinoidea,Cladida,Aethocrinidae,Aethocrinus cf. moorei,"Filter/suspension feeder (Guensburg et Sprinkle, 1992) (Brusca)","Lefebvre et al., 2016b",Lower part of the Fezouata Formation,,,head - 30 mm,,,,,,,,
237,Echinodermata,Crinoidea,Disparida,Iocrinidae,Iocrinus n. sp.,"Filter/suspension feeder (Guensburg et Sprinkle, 1992) (Brusca)","Lefebvre et al., 2016b",Upper part of the Fezouata Formation,,,,,,,,,,,
238,Echinodermata,Crinoidea,Disparida,Ramseyocrinidae,Ramseyocrinus sp.,"Filter/suspension feeder (Guensburg et Sprinkle, 1992) (Brusca, 2022)","Donovan et Savill, 1988 ; Van Roy et al., 2015 ; Lefebvre et al., 2016",Upper part of the Fezouata Formation,,,,,,,,,,,
239,Echinodermata,Diploporita,Aristocystitida,Aristocystitidae,Aristocystites cf. bohemicus (sinuous?),"suspension feeder (Nicol, 1982)","Chauvel, 1966 ; Lefebvre et al., 2016b ; Lefebvre et al., 2016echino",Lower part of the Fezouata Formation,,,,,,,,,,,
240,Echinodermata,Diploporita,Sphaeronitida,Sphaeronitidae,Paleosphaeronites? prokopi,"suspension feeder (Nicol, 1982)","Chauvel, 1966 ; Lefebvre et al., 2016","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,,,,,,,,,
241,Echinodermata,Edrioasteroidea,Edrioasterida,Rhenopyrgidae,Rhenopyrgid indet.,"passive filter feeder (Meyer et al., 2009) (Guensburg et Sprinkle, 1992), encruster","Van Roy et al., 2015 ; Lefebvre et al., 2016b",Lower part of the Fezouata Formation,mentioned as Hemicystites sp. by Chauvel (1966),,,,,,,,,,
242,Echinodermata,Edrioasteroidea,Isorophida,Isorophidae,Anedriophus moroccoensis,"passive filter feeder (Meyer et al., 2009) (Guensburg et Sprinkle, 1992), encruster, once found attached to a dead orthocone nautiloid shell","Sumrall & Zamora, 2011 ; Van Roy et al., 2015 ; Lefebvre et al., 2016echino",Upper part of the Fezouata Formation,,,,,,,,,,,
243,Echinodermata,Edrioasteroidea,Isorophida,Pyrgocystidae,Argodiscus espilezorum,"passive filter feeder (Meyer et al., 2009) (Guensburg et Sprinkle, 1992), encruster","Sumrall et Zamora, 2011 ; Van Roy et al., 2015 ",Upper part of the Fezouata Formation,"identified before as Hemicystites? boehmi by Chauvel, 1978",,,,,,,,,,
244,Echinodermata,Eocrinoidea,Ascocystitida,Rhopalocystidae,Rhopalocystis destombesi,"filter feeder (Guensburg et Sprinkle, 1992)","Ubaghs, 1963 ; Chauvel, 1971 ; Allaire et al., 2017 ; Lefebvre et al., 2016echino","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,Rhopalocystis dehirensis,,,,,,,,,
245,Echinodermata,Eocrinoidea,Ascocystitida,Rhopalocystidae,Rhopalocystis fraga,"filter feeder (Guensburg et Sprinkle, 1992)","Chauvel, 1971 ; Allaire et al., 2017 ; Lefebvre et al., 2016echino",Lower part of the Fezouata Formation,,"Rhopalocystis sp. A, Rhopalocystis sp. B",,,,,,,,,
246,Echinodermata,Eocrinoidea,Ascocystitida,Rhopalocystidae,Rhopalocystis grandis,"filter feeder (Guensburg et Sprinkle, 1992)","Chauvel, 1971 ; Allaire et al., 2017 ; Lefebvre et al., 2016echino",Lower part of the Fezouata Formation,,,,,,,,,,,
247,Echinodermata,Eocrinoidea,Ascocystitida,Rhopalocystidae,Rhopalocystis Havlí?eki,"filter feeder (Guensburg et Sprinkle, 1992)","Chauvel, 1971 ; Allaire et al., 2017 ; Lefebvre et al., 2016echino",Lower part of the Fezouata Formation,,Rhopalocystis sp. C,,,,,,,,,
248,Echinodermata,Eocrinoidea,Ascocystitida,Rhopalocystidae,Rhopalocystis zagoraensis,"filter feeder (Guensburg et Sprinkle, 1992)","Chauvel, 1971 ; Allaire et al., 2017 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,Rhopalocystis lehmani,,,,,,,,,
249,Echinodermata,Eocrinoidea,order unknown,Lingulocystidae,Lingulocystis aff. deani,"epibenthic, filter feeder (Guensburg et Sprinkle, 1992)","Lefebvre et al., 2016b",Upper part of the Fezouata Formation ,,,,,,,,,,,
250,Echinodermata,Eocrinoidea,order unknown,Lingulocystidae,Lingulocystis elongata,"filter feeder (Guensburg et Sprinkle, 1992)","Lefebvre et al., 2016b","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,,,,,,,,,
251,Echinodermata,Eocrinoidea,-,-,Balantiocystis regnelli,"filter feeder (Guensburg et Sprinkle, 1992)","Lefebvre et al., 2016","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,,,,,,,,,
252,Echinodermata,Eocrinoidea,,,cf. Pareocrinus,"epibenthic, filter feeder (Guensburg et Sprinkle, 1992)","Lefebvre et al., 2016b","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,,,,,,,,,
253,Echinodermata,Eocrinoidea,-,-,Eocrinoidea indet. sp. 1,"epibenthic, filter feeder (Guensburg et Sprinkle, 1992)","Lefebvre et al., 2016b","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,,,,,,,,,
254,Echinodermata,Eocrinoidea,-,-,Eocrinoidea indet. sp. 2,"epibenthic, filter feeder (Guensburg et Sprinkle, 1992)","Lefebvre et al., 2016b","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,,,,,,,,,
255,Echinodermata,Eocrinoidea,-,-,Eocrinoidea indet.,"epibenthic, filter feeder (Guensburg et Sprinkle, 1992)","Lefebvre et al., 2016b",Lower part of the Fezouata Formation,,,,,,,,,,,
256,Echinodermata,Rhombifera,Glyptocystitida,Macrocystellidae,Macrocystella bohemica,"suspension feeder (Meyer et al., 2009) (Guensburg et Sprinkle, 1992)","Lefebvre et al., 2016","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,"undet. Rhombifera YPM - <20mm, 25 mm????",,,,,,,,
257,Echinodermata,Soluta,Syringocrinida,Minervaecystidae,Nimchacystis agterbosi,"detritivore (Dupichaud, 2023)","Dupichaud et al., 2023",Lower part of the Fezouata Formation,,,73 mm,,,,,,,,
258,Echinodermata,Soluta,Syringocrinida,Minervaecystidae,Plasiacystis mobilis,"detritivore (Dupichaud, 2023)","Lefebvre et al., 2016b","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,50 mm,,,,,,,,
259,Echinodermata,Soluta,Syringocrinida,Minervaecystidae,Plasiacystis sp.,"detritivore (Dupichaud, 2023)","Van Roy et al., 2015",Upper part of the Fezouata Formation,,,30 - 65 mm,,,,,,,,
260,Echinodermata,Soluta,Syringocrinida,unassigned,cf. Castericystis,"suspension feeder (lefebvre, 2007)","Lefebvre et al., 2016b",Lower part of the Fezouata Formation,,,66 mm ??,,,,,,,,
261,Echinodermata,Somasteroidea (sub-phylum Asterozoa),-,-,Somasteroid indet. n. sp. 2,suspension-feeder,"Lefebvre et al., 2016echino",Upper part of the Fezouata Formation,,,At least one species of Asterozoa? of more than 60 mm (Yale Peabody Museum),,,,,,,,
262,Echinodermata,Somasteroidea (sub-phylum Asterozoa),-,-,Somasteroid indet. n. sp. 3,suspension-feeder,"Lefevre et al., 2016echino",Upper part of the Fezouata Formation,,,undet. Asterozoa - 12-25 mm,,,,,,,,
263,Echinodermata,Somasteroidea (sub-phylum Asterozoa),-,-,Villebrunaster fezouataensis,"filter-feeder, predator of some very small animals on the substrate (ex : small amphipod) (according to potential extant species, Fell, 1962)","Hunter and Ortega-Hernández, 2021 ; Blake and Hotchkiss, 2022",Lower part of the Fezouata Formation,,"Cantabrigiaster fezouatensis, Somasteroid indet. n. sp. 1",~40-60 mm,,,,,,,,
264,Echinodermata,Stylophora,Cornuta,Amygdalothecidae,Amygdalotheca griffei,"suspension and/or detritus feeder (Lefebvre, 2007)","Lefebvre et al., 2016b",Lower part of the Fezouata Formation,,,,,,,,,,,
265,Echinodermata,Stylophora,Cornuta,Amygdalothecidae,Nanocarpus cf. dolambii,"suspension and/or detritus feeder (Lefebvre, 2007)","Lefebvre et al., 2016b",Lower part of the Fezouata Formation,,,,,,,,,,,
266,Echinodermata,Stylophora,Cornuta,Chauvelicystidae,Ampelocarpus sp.,"suspension and/or detritus feeder (Lefebvre, 2007)","Lefebvre et al., 2016b",Upper part of the Fezouata Formation,,,,,,,,,,,
267,Echinodermata,Stylophora,Cornuta,Chauvelicystidae,Chauvelicystis ubaghsi,"suspension and/or detritus feeder (Lefebvre, 2007)","Chauvel, 1966 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
268,Echinodermata,Stylophora,Cornuta,Chauvelicystidae,Chauvelicystis spinosa,"suspension and/or detritus feeder (Lefebvre, 2007)","Lefebvre et al., 2016b",Lower part of the Fezouata Formation,,Chauvalicystis,,,,,,,,,
269,Echinodermata,Stylophora,Cornuta,Chauvelicystidae,Chauvelicystis vizcainoi,"suspension and/or detritus feeder (Lefebvre, 2007)","Lefebvre et al., 2016b",Lower part of the Fezouata Formation,,,,,,,,,,,
270,Echinodermata,Stylophora,Cornuta,Chauvelicystidae,Sokkaejaecystis sp. 1,"suspension and/or detritus feeder (Lefebvre, 2007)","Lefebvre et al., 2016b, 2022",Lower part of the Fezouata Formation,,"Chauvelicystid n. gen., n. sp. 1, Lyricocarpus courtessolei",,,,,,,,,
271,Echinodermata,Stylophora,Cornuta,Chauvelicystidae,Sokkaejaecystis sp. 2,"suspension and/or detritus feeder (Lefebvre, 2007)","Lefebvre et al., 2016b, 2022","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,"Chauvelicystid n. gen., n. sp. 2",,,,,,,,,
272,Echinodermata,Stylophora,Cornuta,Cothurnocystidae,Procothurnocystis n. sp.,"suspension and/or detritus feeder (Lefebvre, 2007)","Lefebvre et al., 2016b",Lower part of the Fezouata Formation,,,,,,,,,,,
273,Echinodermata,Stylophora,Cornuta,Hanusiidae,Galliaecystis ubaghsi,"suspension and/or detritus feeder (Lefebvre, 2007)","Lefebvre et al., 2016b",Lower part of the Fezouata Formation,,,,,,,,,,,
274,Echinodermata,Stylophora,Cornuta,Hanusiidae,Galliaecystis n. sp.,"suspension and/or detritus feeder (Lefebvre, 2007)","Lefebvre et al., 2016b",Lower part of the Fezouata Formation,,,,,,,,,,,
275,Echinodermata,Stylophora,Cornuta,Hanusiidae,Hanusia n. sp.,"suspension and/or detritus feeder (Lefebvre, 2007)","Lefebvre et al., 2016b",Lower part of the Fezouata Formation,,,11-15 mm,,,,,,,,
276,Echinodermata,Stylophora,Cornuta,Hanusiidae,Prokopicystis sp.,"suspension and/or detritus feeder (Lefebvre, 2007)","Lefebvre et al., 2016b",Lower part of the Fezouata Formation,,,,,,,,,,,
277,Echinodermata,Stylophora,Cornuta,Phyllocystidae,Phyllocystis blayaci,"suspension and/or detritus feeder (Lefebvre, 2007)","Lefebvre et al., 2016b",Lower part of the Fezouata Formation,,,,,,,,,,,
278,Echinodermata,Stylophora,Cornuta,unassigned,"Cornuta n. gen. 1, n. sp.","suspension and/or detritus feeder (Lefebvre, 2007)","Lefebvre et al., 2016b, 2022","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,,,,,,,,,
279,Echinodermata,Stylophora,Cornuta,unassigned,"Cornuta n. gen. 2, n. sp.","suspension and/or detritus feeder (Lefebvre, 2007)","Lefebvre et al., 2016b, 2022",Lower part of the Fezouata Formation,,,,,,,,,,,
280,Echinodermata,Stylophora,Cornuta,unassigned,Flabellicarpus rushtoni,"suspension and/or detritus feeder (Lefebvre, 2007)","Lefebvre et al., 2016b",Lower part of the Fezouata Formation,,,,,,,,,,,
281,Echinodermata,Stylophora,Cornuta,unassigned,Milonicystis sp.,"suspension and/or detritus feeder (Lefebvre, 2007)","Lefebvre et al., 2016b",Upper part of the Fezouata Formation,,,,,,,,,,,
282,Echinodermata,Stylophora,Cornuta,Scotiaecystidae,Bohemiaecystis zagoraensis,"suspension and/or detritus feeder (Lefebvre, 2007)","Lefebvre et al., 2016",Upper part of the Fezouata Formation,,Thoralicystis zagoraensis,,,,,,,,,
283,Echinodermata,Stylophora,Cornuta,Scotiaecystidae,Bohemiaecystis n. sp.,"suspension and/or detritus feeder (Lefebvre, 2007)","Van Roy et al., 2015 ; Lefebvre et al., 2016b",Lower part of the Fezouata Formation,,Thoralicystis n. sp.,11-15 mm,,,,,,,,
284,Echinodermata,Stylophora,Mitrata,Anomalocystitidae,"Anomalocystitid n. gen., n. sp. ","suspension and/or detritus feeder (Lefebvre, 2007)","Lefebvre et al., 2016b",Upper part of the Fezouata Formation,,,,,,,,,,,
285,Echinodermata,Stylophora,Mitrata,Kirkocystidae,Anatifopsis escandei,"suspension and/or detritus feeder (Lefebvre, 2007)","Lefebvre et al., 2016",Upper part of the Fezouata Formation,,,,,,,,,,,
286,Echinodermata,Stylophora,Mitrata,Kirkocystidae,Anatifopsis trapeziiformis,"suspension and/or detritus feeder (Lefebvre, 2007)","Lefebvre et al., 2016b","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,,,,,,,,,
287,Echinodermata,Stylophora,Mitrata,Kirkocystidae,Balanocystites primus,"suspension and/or detritus feeder (Lefebvre, 2007)","Lefebvre et al., 2016b",Upper part of the Fezouata Formation,,,,,,,,,,,
288,Echinodermata,Stylophora,Mitrata,Lagynocystidae,Lagynocystis pyramidalis,"suspension and/or detritus feeder (Lefebvre, 2007)","Lefebvre et al., 2016b",Lower part of the Fezouata Formation,,,,,,,,,,,
289,Echinodermata,Stylophora,Mitrata,Peltocystidae,Peltocystis cornuta,"suspension and/or detritus feeder (Lefebvre, 2007)","Lefebvre et Botting, 2007, Van Roy et al., 2015, Lefebvre et al., 2016echino",Lower part of the Fezouata Formation,,,6-9 mm (Peltocystis? sp. - 17 mm with arms),,,,,,,,
290,Echinodermata,Stylophora,Mitrata,unassigned,Aspidocarpus sp.,"suspension and/or detritus feeder (Lefebvre, 2007)","Lefebvre et al., 2016b",Lower part of the Fezouata Formation,,,,,,,,,,,
291,Echinodermata,Stylophora,Mitrata,unassigned,Chinianocarpos sp.,"suspension and/or detritus feeder (Lefebvre, 2007)","Lefebvre et al., 2016b",Upper part of the Fezouata Formation,,,,,,,,,,,
292,Echinodermata,Stylophora,Mitrata,unassigned,Mitrocystitid indet. cf. ovocarpus,"suspension and/or detritus feeder (Lefebvre, 2007)","Lefebvre et al., 2016b",Upper part of the Fezouata Formation,,,,,,,,,,,
293,Echinodermata,Stylophora,Mitrata,unassigned,Vizcainocarpus sp.,"suspension and/or detritus feeder (Lefebvre, 2007)","Lefebvre et al., 2016b",Lower part of the Fezouata Formation,,,,,,,,,,,
294,HEMICHORDATA,Pterobranchia,subclass Cephalodiscida,-,Cephalodiscid hemichordate,"encrusting epibenthic, Filter/suspension feeder, pseudocolonial","Nanglu et al., 2023 ; Maletz and Gutiérrez-Marco, 2024",Lower part of the Fezouata Formation,,"Rhabdopleurid-like epibiont (Nanglu et al., 2023) (incorrect previous identification)",,,,,,,,,
295,Hemichordata,Pterobranchia,Dendroidea,Dendrograptidae,Calyxdendrum amicabilis,"planktonic, Filter/suspension feeder ","Gutiérrez-Marco and Maletz, 2024",Lower part of the Fezouata Formation,,Previously incorrectly identified as Koremagraptus sp.,,,,,,,,,
296,Hemichordata,Pterobranchia,Dendroidea,Dendrograptidae,Calyxdendrum n. sp.,"planktonic, filter/suspension feeder ","Gutiérrez-Marco, herein",Lower part of the Fezouata Formation,,,,,,,,,,,
297,Hemichordata,Pterobranchia,Dendroidea,Dendrograptidae,Ptilograptus n. sp.,benthic,"Gutiérrez-Marco, herein  ",?Upper part of the Fezouata Formation,,,,,,,,,,,
298,Hemichordata,Pterobranchia,Graptoloidea,Anisograptidae,Adelograptus tenellus,"planktonic, Filter/suspension feeder ","Gutiérrez-Marco and Martin, 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
299,Hemichordata,Pterobranchia,Graptoloidea,Anisograptidae,Ancoragraptus bulmani,"planktonic, Filter/suspension feeder ","Gutiérrez-Marco and Martin, 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
300,Hemichordata,Pterobranchia,Graptoloidea,Anisograptidae,Choristograptus louai,"planktonic, Filter/suspension feeder ","Gutiérrez-Marco and Martin, 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
301,Hemichordata,Pterobranchia,Graptoloidea,Anisograptidae, 'Kiaerograptus' supremus,"planktonic, Filter/suspension feeder ","Van Roy et al., 2015, Gutiérrez-Marco and Martin, 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
302,Hemichordata,Pterobranchia,Graptoloidea,Anisograptidae,Kiaerograptus'? sp. (slightly deflexed),"benthic, Filter/suspension feeder ","Gutiérrez-Marco and Martin, 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
303,Hemichordata,Pterobranchia,Graptoloidea,Anisograptidae,Paratemnograptus magnificus,"planktonic, Filter/suspension feeder ","Van Roy et al., 2015, Gutiérrez-Marco and Martin, 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
304,Hemichordata,Pterobranchia,Graptoloidea,Anisograptidae,Rhabdinopora anglica,"planktonic, Filter/suspension feeder ","Lefebvre et al., 2016, Gutiérrez-Marco and Martin, 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
305,Hemichordata,Pterobranchia,Graptoloidea,Anisograptidae,Rhabdinopora canadensis,"planktonic, Filter/suspension feeder ","Gutiérrez-Marco and Martin, 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
306,Hemichordata,Pterobranchia,Graptoloidea,Anisograptidae,Rhabdinopora flabelliforme,"planktonic, Filter/suspension feeder ","Lefebvre et al., 2016, Gutiérrez-Marco and Martin, 2016",Lower part of the Fezouata Formation,,Flabelliformis flabelliformis ?,,,,,,,,,
307,Hemichordata,Pterobranchia,Graptoloidea,Anisograptidae,Rhabdinopora socialis,"planktonic, Filter/suspension feeder ","Gutiérrez-Marco and Martin, 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
308,Hemichordata,Pterobranchia,Graptoloidea,Dichograptidae,Baltograptus geometricus,planktonic,"Gutiérrez-Marco, herein",Upper part of the Fezouata Formation,,,,,,,,,,,
309,Hemichordata,Pterobranchia,Graptoloidea,Dichograptidae,Clonograptus multiplex,"planctonique, Filter/suspension feeder ","Gutiérrez-Marco and Martin, 2016","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,,,,,,,,,
310,Hemichordata,Pterobranchia,Graptoloidea,Dichograptidae,Clonograptus rigidus,"planctonique, Filter/suspension feeder ","Van Roy et al., 2015 ; Lefebvre et al., 2016, Gutiérrez-Marco and Martin, 2016",Lower part of the Fezouata Formation,,,"40 mm (but Clonograptus?, species unknown, Yale Peabody Museum)",,,,,,,,
311,Hemichordata,Pterobranchia,Graptoloidea,Dichograptidae,Holograptus sp.,planktonic,"Gutiérrez-Marco, herein ; cf. Saleh et al., 2002, fig. 3f",Upper part of the Fezouata Formation,,,,,,,,,,,
312,Hemichordata,Pterobranchia,Graptoloidea,Dichograptidae,Hunnegraptus copiosus ??,"planktonic, Filter/suspension feeder ","Van Roy et al., 2015, Gutiérrez-Marco and Martin, 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
313,Hemichordata,Pterobranchia,Graptoloidea,Didymograptidae,Baltograptus deflexus,"planktonic, Filter/suspension feeder ","Gutiérrez-Marco and Martin, 2016",Upper part of the Fezouata Formation,,,,,,,,,,,
314,Hemichordata,Pterobranchia,Graptoloidea,Didymograptidae,Baltograptus jacksoni,"planktonic, Filter/suspension feeder ","Gutiérrez-Marco and Martin, 2016",Upper part of the Fezouata Formation,,,,,,,,,,,
315,Hemichordata,Pterobranchia,Graptoloidea,Didymograptidae,?Baltograptus kurcki,"planktonic, Filter/suspension feeder ","Gutiérrez-Marco and Martin, 2016",Upper part of the Fezouata Formation,,,,,,,,,,,
316,Hemichordata,Pterobranchia,Graptoloidea,Didymograptidae,Baltograptus minutus,"planktonic, Filter/suspension feeder ","Gutiérrez-Marco and Martin, 2016",Upper part of the Fezouata Formation,,,,,,,,,,,
317,Hemichordata,Pterobranchia,Graptoloidea,Didymograptidae,Cymatograptus protobalticus,"benthic, Filter/suspension feeder ","Gutiérrez-Marco and Martin, 2016",Upper part of the Fezouata Formation,,,,,,,,,,,
318,Hemichordata,Pterobranchia,Graptoloidea,Didymograptidae,Expansograptus sp.,"planktonic, Filter/suspension feeder ","Gutiérrez-Marco and Martin, 2016",Upper part of the Fezouata Formation,,,,,,,,,,,
319,Hemichordata,Pterobranchia,Graptoloidea,Phyllograptidae,Sagenograptus murrayi,"planktonic, Filter/suspension feeder ","Van Roy et al., 2015 ; Lefebvre et al., 2016, Gutiérrez-Marco and Martin, 2016",Lower part of the Fezouata Formation,,Araneograptus murrayi (old name),"at leat 7cm wide, 10cm long",,,,,,,,
320,Hemichordata,Pterobranchia,Graptoloidea,Phyllograptidae, 'Tetragraptus' bulmani,"planktonic, Filter/suspension feeder ","Van Roy et al., 2015, Gutiérrez-Marco and Martin, 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
321,Hemichordata,Pterobranchia,Graptoloidea,Phyllograptidae,Tetragraptus sp. (3-stiped),"planktonic, Filter/suspension feeder ","Gutiérrez-Marco and Martin, 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
322,Hemichordata,Pterobranchia,Graptoloidea,Phyllograptidae,Tetragraptus sp. (reclined),"planktonic, Filter/suspension feeder ","Gutiérrez-Marco and Martin, 2016",Upper part of the Fezouata Formation,,,,,,,,,,,
323,Hemichordata,Pterobranchia,Graptoloidea,Sigmagraptidae,Azygograptus cf. eivionicus,"planktonic, Filter/suspension feeder ","Gutiérrez-Marco and Martin, 2016",Upper part of the Fezouata Formation,,,,,,,,,,,
324,Hemichordata,Pterobranchia,Graptoloidea,Sigmagraptidae,Paradelograptus cf. antiquus,"planktonic, filter/suspension feeder ","Gutiérrez-Marco, herein",Lower part of the Fezouata Formation,,,,,,,,,,,
325,Hemichordata,Pterobranchia,Graptoloidea,Sigmagraptidae,Paradelograptus norvegicus,"planktonic, Filter/suspension feeder ","Van Roy et al., 2015, Gutiérrez-Marco and Martin, 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
326,Hemichordata,Pterobranchia,Graptoloidea,Sigmagraptidae,Paradelograptus tenuis,"planktonic, Filter/suspension feeder ","Van Roy et al., 2015, Gutiérrez-Marco and Martin, 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
327,Hemichordata,Pterobranchia,Tuboidea,-,Tuboid,"benthic, Filter/suspension feeder ","Van Roy et al., 2015",,,,,,,,,,,,
328,CHORDATA,,,Conodonts,Acodus deltatus,nektonic predator (soft diet),"Lehnert et al., 2016","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,,,,,,,,,
329,Chordata,,,Conodonts,Acodus sp.,nektonic predator (soft diet),"Lehnert et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
330,Chordata,,,Conodonts,Cornuodus longibasis,nektonic predator (soft diet),"Lehnert et al., 2016","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation","coniform (Stockey, phd)",,,,,,,,,,
331,Chordata,,,Conodonts,Drepanoistodus? cf. pervetus,nektonic predator (soft diet),"Lefebvre et al., 2016",Lower part of the Fezouata Formation,"coniform (Stockey, phd)",,,,,,,,,,
332,Chordata,,,Conodonts,Drepanodus arcuatus,nektonic predator (soft diet),"Lehnert et al., 2016",Upper part of the Fezouata Formation,"coniform (Stockey, phd)",,,,,,,,,,
333,Chordata,,,Conodonts,Drepanoistodus cf. forceps,nektonic predator (soft diet),"Lehnert et al., 2016",Upper part of the Fezouata Formation,"coniform (Stockey, phd)",,,,,,,,,,
334,Chordata,,,Conodonts,Paltodus cf. inaequalis,nektonic predator (soft diet),"Lehnert et al., 2016",Upper part of the Fezouata Formation,"coniform (Stockey, phd)",,,,,,,,,,
335,Chordata,,,Conodonts,Paltodus spp.,nektonic predator (soft diet),"Lehnert et al., 2016","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation","coniform (Stockey, phd)",,,,,,,,,,
336,Chordata,,,Conodonts,Parapaltodus aff. flexuosus,nektonic predator (soft diet),"Lehnert et al., 2016",Upper part of the Fezouata Formation,"coniform (Stockey, phd)",,,,,,,,,,
337,Chordata,,,Conodonts,Parapaltodus aff. simplicissimus,nektonic predator (soft diet),"Lehnert et al., 2016","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation","coniform (Stockey, phd)",,,,,,,,,,
338,Chordata,,,Conodonts,Parapaltodus spp.,nektonic predator (soft diet),"Lehnert et al., 2016","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation","coniform (Stockey, phd)",,,,,,,,,,
339,Chordata,,,Conodonts,Paroistodus cf. parallellus,nektonic predator (soft diet),"Lehnert et al., 2016",Upper part of the Fezouata Formation,"coniform (Stockey, phd)",,,,,,,,,,
340,Chordata,,,Conodonts,Paroistodus cf. proteus,nektonic predator (soft diet),"Lehnert et al., 2016","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation","coniform (Stockey, phd)",,,,,,,,,,
341,Chordata,,,Conodonts,Periodon cf. primus,nektonic predator (soft diet),"Lehnert et al., 2016",Lower part of the Fezouata Formation,"blade with large cusp (Stockey, phd)",,,,,,,,,,
342,Chordata,,,Conodonts,Periodon cf. selenopsis,nektonic predator (soft diet),"Lehnert et al., 2016",Upper part of the Fezouata Formation,"blade with large cusp (Stockey, phd)",,,,,,,,,,
343,Chordata,,,Conodonts,Prioniodus cf. gilberti,nektonic predator (soft diet),"Lehnert et al., 2016",Upper part of the Fezouata Formation,"blade with large cusp (Stockey, phd)",,,,,,,,,,
